"chord" "key" "music"
"2754" "A5" "F" "muse stockholm syndrome"
"2755" "C5" "F" "muse stockholm syndrome"
"2756" "C#5" "F" "muse stockholm syndrome"
"2757" "D5" "F" "muse stockholm syndrome"
"2758" "Em" "G" "muse sunburn"
"2759" "Am" "G" "muse sunburn"
"2760" "C" "G" "muse sunburn"
"2761" "Am" "G" "muse sunburn"
"2762" "Em" "G" "muse sunburn"
"2763" "Am" "G" "muse sunburn"
"2764" "C" "G" "muse sunburn"
"2765" "Am" "G" "muse sunburn"
"2766" "Em" "G" "muse sunburn"
"2767" "Am" "G" "muse sunburn"
"2768" "C" "G" "muse sunburn"
"2769" "Am" "G" "muse sunburn"
"2770" "Em" "G" "muse sunburn"
"2771" "Am" "G" "muse sunburn"
"2772" "C" "G" "muse sunburn"
"2773" "Am" "G" "muse sunburn"
"2774" "Em" "G" "muse sunburn"
"2775" "Am" "G" "muse sunburn"
"2776" "C" "G" "muse sunburn"
"2777" "Am" "G" "muse sunburn"
"2778" "Em" "G" "muse sunburn"
"2779" "Am" "G" "muse sunburn"
"2780" "C" "G" "muse sunburn"
"2781" "Am" "G" "muse sunburn"
"2782" "Em" "G" "muse sunburn"
"2783" "Am" "G" "muse sunburn"
"2784" "C" "G" "muse sunburn"
"2785" "Am" "G" "muse sunburn"
"2786" "Em" "G" "muse sunburn"
"2787" "Am" "G" "muse sunburn"
"2788" "C" "G" "muse sunburn"
"2789" "Am" "G" "muse sunburn"
"2790" "Em" "G" "muse sunburn"
"2791" "Am" "G" "muse sunburn"
"2792" "C" "G" "muse sunburn"
"2793" "Am" "G" "muse sunburn"
"2794" "Am" "G" "muse sunburn"
"2795" "Em" "G" "muse sunburn"
"2796" "Am" "G" "muse sunburn"
"2797" "Em" "G" "muse sunburn"
"2798" "Am" "G" "muse sunburn"
"2799" "Em" "G" "muse sunburn"
"2800" "Am" "G" "muse sunburn"
"2801" "Em" "G" "muse sunburn"
"2802" "Em" "G" "muse sunburn"
"2803" "Am" "G" "muse sunburn"
"2804" "C" "G" "muse sunburn"
"2805" "Am" "G" "muse sunburn"
"2806" "Em" "G" "muse sunburn"
"2807" "Am" "G" "muse sunburn"
"2808" "C" "G" "muse sunburn"
"2809" "Am" "G" "muse sunburn"
"2810" "Em" "G" "muse sunburn"
"2811" "Am" "G" "muse sunburn"
"2812" "C" "G" "muse sunburn"
"2813" "Am" "G" "muse sunburn"
"2814" "Em" "G" "muse sunburn"
"2815" "Am" "G" "muse sunburn"
"2816" "C" "G" "muse sunburn"
"2817" "Am" "G" "muse sunburn"
"2818" "Am" "G" "muse sunburn"
"2819" "Em" "G" "muse sunburn"
"2820" "Am" "G" "muse sunburn"
"2821" "Em" "G" "muse sunburn"
"2822" "Am" "G" "muse sunburn"
"2823" "Em" "G" "muse sunburn"
"2824" "Am" "G" "muse sunburn"
"2825" "Em" "G" "muse sunburn"
"2826" "Am" "G" "muse sunburn"
"2827" "Em" "G" "muse sunburn"
"2828" "Am" "G" "muse sunburn"
"2829" "Em" "G" "muse sunburn"
"2830" "Am" "G" "muse sunburn"
"2831" "Em" "G" "muse sunburn"
"2832" "Am" "G" "muse sunburn"
"2833" "Em" "G" "muse sunburn"
"2834" "Em" "G" "muse sunburn"
"2835" "E" "G" "muse sunburn"
"2836" "Am" "C" "muse supremacy"
"2837" "Am" "C" "muse supremacy"
"2838" "E" "C" "muse supremacy"
"2839" "Dm" "C" "muse supremacy"
"2840" "Am" "C" "muse supremacy"
"2841" "Am" "C" "muse supremacy"
"2842" "E" "C" "muse supremacy"
"2843" "Dm" "C" "muse supremacy"
"2844" "Am" "C" "muse supremacy"
"2845" "F" "C" "muse supremacy"
"2846" "C" "C" "muse supremacy"
"2847" "Am" "C" "muse supremacy"
"2848" "E" "C" "muse supremacy"
"2849" "F" "C" "muse supremacy"
"2850" "Am7" "C" "muse supremacy"
"2851" "E4" "C" "muse supremacy"
"2852" "E" "C" "muse supremacy"
"2853" "Am" "C" "muse supremacy"
"2854" "F" "C" "muse supremacy"
"2855" "C" "C" "muse supremacy"
"2856" "Am" "C" "muse supremacy"
"2857" "E" "C" "muse supremacy"
"2858" "F" "C" "muse supremacy"
"2859" "Am7" "C" "muse supremacy"
"2860" "E4" "C" "muse supremacy"
"2861" "E" "C" "muse supremacy"
"2862" "Am" "C" "muse supremacy"
"2863" "Bb" "E" "muse survival"
"2864" "Ebm" "E" "muse survival"
"2865" "Ebm" "E" "muse survival"
"2866" "Bb" "E" "muse survival"
"2867" "Ebm" "E" "muse survival"
"2868" "F#" "E" "muse survival"
"2869" "B" "E" "muse survival"
"2870" "F#" "E" "muse survival"
"2871" "Bb" "E" "muse survival"
"2872" "Ebm" "E" "muse survival"
"2873" "F#" "E" "muse survival"
"2874" "B" "E" "muse survival"
"2875" "F#" "E" "muse survival"
"2876" "Bb" "E" "muse survival"
"2877" "Bb" "E" "muse survival"
"2878" "Ebm" "E" "muse survival"
"2879" "F#" "E" "muse survival"
"2880" "B" "E" "muse survival"
"2881" "F#" "E" "muse survival"
"2882" "Bb" "E" "muse survival"
"2883" "Bb" "E" "muse survival"
"2884" "Ebm" "E" "muse survival"
"2885" "F#" "E" "muse survival"
"2886" "B" "E" "muse survival"
"2887" "F#" "E" "muse survival"
"2888" "Bb" "E" "muse survival"
"2889" "Bb" "E" "muse survival"
"2890" "Bb" "E" "muse survival"
"2891" "Ebm" "E" "muse survival"
"2892" "Ebm" "E" "muse survival"
"2893" "Ebm" "E" "muse survival"
"2894" "Ebm" "E" "muse survival"
"2895" "Ab" "E" "muse survival"
"2896" "Ab" "E" "muse survival"
"2897" "Dbm" "E" "muse survival"
"2898" "E" "E" "muse survival"
"2899" "A" "E" "muse survival"
"2900" "E" "E" "muse survival"
"2901" "Ab" "E" "muse survival"
"2902" "Ab" "E" "muse survival"
"2903" "Dbm" "E" "muse survival"
"2904" "E" "E" "muse survival"
"2905" "A" "E" "muse survival"
"2906" "E" "E" "muse survival"
"2907" "Ab" "E" "muse survival"
"2908" "Ab" "E" "muse survival"
"2909" "Em" "Em" "muse the dark side"
"2910" "D" "Em" "muse the dark side"
"2911" "Am" "Em" "muse the dark side"
"2912" "Em" "Em" "muse the dark side"
"2913" "D" "Em" "muse the dark side"
"2914" "Am" "Em" "muse the dark side"
"2915" "Em" "Em" "muse the dark side"
"2916" "B4" "Em" "muse the dark side"
"2917" "B" "Em" "muse the dark side"
"2918" "C" "Em" "muse the dark side"
"2919" "F#" "Em" "muse the dark side"
"2920" "Am" "Em" "muse the dark side"
"2921" "Em" "Em" "muse the dark side"
"2922" "D" "Em" "muse the dark side"
"2923" "Am" "Em" "muse the dark side"
"2924" "Em" "Em" "muse the dark side"
"2925" "D" "Em" "muse the dark side"
"2926" "Am" "Em" "muse the dark side"
"2927" "Em" "Em" "muse the dark side"
"2928" "D" "Em" "muse the dark side"
"2929" "Am" "Em" "muse the dark side"
"2930" "Em" "Em" "muse the dark side"
"2931" "Em" "Em" "muse the dark side"
"2932" "B4" "Em" "muse the dark side"
"2933" "B" "Em" "muse the dark side"
"2934" "C" "Em" "muse the dark side"
"2935" "F#" "Em" "muse the dark side"
"2936" "Am" "Em" "muse the dark side"
"2937" "Em" "Em" "muse the dark side"
"2938" "D" "Em" "muse the dark side"
"2939" "Am" "Em" "muse the dark side"
"2940" "Em" "Em" "muse the dark side"
"2941" "D" "Em" "muse the dark side"
"2942" "Am" "Em" "muse the dark side"
"2943" "Em" "Em" "muse the dark side"
"2944" "D" "Em" "muse the dark side"
"2945" "Am" "Em" "muse the dark side"
"2946" "D" "Em" "muse the dark side"
"2947" "C" "Em" "muse the dark side"
"2948" "G" "Em" "muse the dark side"
"2949" "F#" "Em" "muse the dark side"
"2950" "Am" "Em" "muse the dark side"
"2951" "C" "Em" "muse the dark side"
"2952" "Em" "Em" "muse the dark side"
"2953" "D" "Em" "muse the dark side"
"2954" "Am" "Em" "muse the dark side"
"2955" "Em" "Em" "muse the dark side"
"2956" "D" "Em" "muse the dark side"
"2957" "Am" "Em" "muse the dark side"
"2958" "Em" "Em" "muse the dark side"
"2959" "D" "Em" "muse the dark side"
"2960" "Am" "Em" "muse the dark side"
"2961" "Em" "Em" "muse the dark side"
"2962" "D" "Em" "muse the dark side"
"2963" "Am" "Em" "muse the dark side"
"2964" "C" "Em" "muse the dark side"
"2965" "Em" "Em" "muse the dark side"
"2966" "Dm" "F" "muse the handler"
"2967" "Dm" "F" "muse the handler"
"2968" "Dm" "F" "muse the handler"
"2969" "Bb" "F" "muse the handler"
"2970" "A" "F" "muse the handler"
"2971" "Dm" "F" "muse the handler"
"2972" "Dm" "F" "muse the handler"
"2973" "Bb" "F" "muse the handler"
"2974" "A" "F" "muse the handler"
"2975" "Dm" "F" "muse the handler"
"2976" "Dm" "F" "muse the handler"
"2977" "Bb" "F" "muse the handler"
"2978" "A" "F" "muse the handler"
"2979" "Dm" "F" "muse the handler"
"2980" "Dm" "F" "muse the handler"
"2981" "Bb" "F" "muse the handler"
"2982" "A" "F" "muse the handler"
"2983" "Gm" "F" "muse the handler"
"2984" "F" "F" "muse the handler"
"2985" "E" "F" "muse the handler"
"2986" "A" "F" "muse the handler"
"2987" "Gm" "F" "muse the handler"
"2988" "F" "F" "muse the handler"
"2989" "E" "F" "muse the handler"
"2990" "A" "F" "muse the handler"
"2991" "Dm" "F" "muse the handler"
"2992" "Bb" "F" "muse the handler"
"2993" "A" "F" "muse the handler"
"2994" "Dm" "F" "muse the handler"
"2995" "Bb" "F" "muse the handler"
"2996" "A" "F" "muse the handler"
"2997" "Dm" "F" "muse the handler"
"2998" "Dm" "F" "muse the handler"
"2999" "Bb" "F" "muse the handler"
"3000" "A" "F" "muse the handler"
"3001" "Dm" "F" "muse the handler"
"3002" "Dm" "F" "muse the handler"
"3003" "Bb" "F" "muse the handler"
"3004" "A" "F" "muse the handler"
"3005" "Dm" "F" "muse the handler"
"3006" "Dm" "F" "muse the handler"
"3007" "Bb" "F" "muse the handler"
"3008" "A" "F" "muse the handler"
"3009" "Dm" "F" "muse the handler"
"3010" "Dm" "F" "muse the handler"
"3011" "Bb" "F" "muse the handler"
"3012" "A" "F" "muse the handler"
"3013" "Gm" "F" "muse the handler"
"3014" "F" "F" "muse the handler"
"3015" "E" "F" "muse the handler"
"3016" "A" "F" "muse the handler"
"3017" "Gm" "F" "muse the handler"
"3018" "F" "F" "muse the handler"
"3019" "E" "F" "muse the handler"
"3020" "A" "F" "muse the handler"
"3021" "Dm" "F" "muse the handler"
"3022" "Bb" "F" "muse the handler"
"3023" "A" "F" "muse the handler"
"3024" "Dm" "F" "muse the handler"
"3025" "Bb" "F" "muse the handler"
"3026" "A" "F" "muse the handler"
"3027" "Dm" "F" "muse the handler"
"3028" "Dm" "F" "muse the handler"
"3029" "Bb" "F" "muse the handler"
"3030" "A" "F" "muse the handler"
"3031" "Gm" "F" "muse the handler"
"3032" "F" "F" "muse the handler"
"3033" "A" "F" "muse the handler"
"3034" "Dm" "F" "muse the handler"
"3035" "Bb" "F" "muse the handler"
"3036" "F" "F" "muse the handler"
"3037" "A" "F" "muse the handler"
"3038" "Dm" "F" "muse the handler"
"3039" "A" "F" "muse the handler"
"3040" "Dm" "F" "muse the handler"
"3041" "Dm" "F" "muse the handler"
"3042" "Bb" "F" "muse the handler"
"3043" "A" "F" "muse the handler"
"3044" "Gm" "F" "muse the handler"
"3045" "F" "F" "muse the handler"
"3046" "A" "F" "muse the handler"
"3047" "Dm" "F" "muse the handler"
"3048" "Bb" "F" "muse the handler"
"3049" "F" "F" "muse the handler"
"3050" "A" "F" "muse the handler"
"3051" "Dm" "F" "muse the handler"
"3052" "A" "F" "muse the handler"
"3053" "Dm" "F" "muse the handler"
"3054" "Dm" "F" "muse the handler"
"3055" "Bb" "F" "muse the handler"
"3056" "A" "F" "muse the handler"
"3057" "Cm" "Gm" "muse the void"
"3058" "Gm" "Gm" "muse the void"
"3059" "D7(b9)" "Gm" "muse the void"
"3060" "D7" "Gm" "muse the void"
"3061" "Cm" "Gm" "muse the void"
"3062" "Gm" "Gm" "muse the void"
"3063" "D7(b9)" "Gm" "muse the void"
"3064" "D7" "Gm" "muse the void"
"3065" "Gm" "Gm" "muse the void"
"3066" "D" "Gm" "muse the void"
"3067" "Cm" "Gm" "muse the void"
"3068" "Gm" "Gm" "muse the void"
"3069" "D" "Gm" "muse the void"
"3070" "Gm" "Gm" "muse the void"
"3071" "Cm" "Gm" "muse the void"
"3072" "Gm" "Gm" "muse the void"
"3073" "D7(b9)" "Gm" "muse the void"
"3074" "D7" "Gm" "muse the void"
"3075" "Cm" "Gm" "muse the void"
"3076" "Gm" "Gm" "muse the void"
"3077" "D7(b9)" "Gm" "muse the void"
"3078" "D" "Gm" "muse the void"
"3079" "Gm" "Gm" "muse the void"
"3080" "D" "Gm" "muse the void"
"3081" "Cm" "Gm" "muse the void"
"3082" "Gm" "Gm" "muse the void"
"3083" "D" "Gm" "muse the void"
"3084" "Gm" "Gm" "muse the void"
"3085" "D#5" "Gm" "muse the void"
"3086" "D5" "Gm" "muse the void"
"3087" "C5" "Gm" "muse the void"
"3088" "D5" "Gm" "muse the void"
"3089" "D#5" "Gm" "muse the void"
"3090" "E5" "Gm" "muse the void"
"3091" "G5" "Gm" "muse the void"
"3092" "Bb" "Gm" "muse the void"
"3093" "F" "Gm" "muse the void"
"3094" "Dm" "Gm" "muse the void"
"3095" "D#" "Gm" "muse the void"
"3096" "Dm" "Gm" "muse the void"
"3097" "Bb" "Gm" "muse the void"
"3098" "Cm" "Gm" "muse the void"
"3099" "C" "Gm" "muse the void"
"3100" "C" "Gm" "muse the void"
"3101" "Bb" "Gm" "muse the void"
"3102" "D7" "Gm" "muse the void"
"3103" "Gm" "Gm" "muse the void"
"3104" "D" "Gm" "muse the void"
"3105" "Gm" "Gm" "muse the void"
"3106" "Cm" "Gm" "muse the void"
"3107" "Cm" "Gm" "muse the void"
"3108" "Gm" "Gm" "muse the void"
"3109" "D7(b9)" "Gm" "muse the void"
"3110" "D7" "Gm" "muse the void"
"3111" "Cm" "Gm" "muse the void"
"3112" "Gm" "Gm" "muse the void"
"3113" "D7(b9)" "Gm" "muse the void"
"3114" "D7" "Gm" "muse the void"
"3115" "Gm" "Gm" "muse the void"
"3116" "D" "Gm" "muse the void"
"3117" "Cm" "Gm" "muse the void"
"3118" "Gm" "Gm" "muse the void"
"3119" "D" "Gm" "muse the void"
"3120" "Gm" "Gm" "muse the void"
"3121" "Am" "G" "muse thought contagion"
"3122" "F" "G" "muse thought contagion"
"3123" "C" "G" "muse thought contagion"
"3124" "E" "G" "muse thought contagion"
"3125" "Am" "G" "muse thought contagion"
"3126" "F" "G" "muse thought contagion"
"3127" "C" "G" "muse thought contagion"
"3128" "E" "G" "muse thought contagion"
"3129" "Am" "G" "muse thought contagion"
"3130" "F" "G" "muse thought contagion"
"3131" "C" "G" "muse thought contagion"
"3132" "E" "G" "muse thought contagion"
"3133" "Am" "G" "muse thought contagion"
"3134" "F" "G" "muse thought contagion"
"3135" "C" "G" "muse thought contagion"
"3136" "E" "G" "muse thought contagion"
"3137" "Am" "G" "muse thought contagion"
"3138" "F" "G" "muse thought contagion"
"3139" "C" "G" "muse thought contagion"
"3140" "E" "G" "muse thought contagion"
"3141" "Am" "G" "muse thought contagion"
"3142" "F" "G" "muse thought contagion"
"3143" "C" "G" "muse thought contagion"
"3144" "E" "G" "muse thought contagion"
"3145" "Am" "G" "muse thought contagion"
"3146" "F" "G" "muse thought contagion"
"3147" "C" "G" "muse thought contagion"
"3148" "E" "G" "muse thought contagion"
"3149" "Am" "G" "muse thought contagion"
"3150" "F" "G" "muse thought contagion"
"3151" "C" "G" "muse thought contagion"
"3152" "E" "G" "muse thought contagion"
"3153" "F" "G" "muse thought contagion"
"3154" "Dm" "G" "muse thought contagion"
"3155" "Am" "G" "muse thought contagion"
"3156" "C" "G" "muse thought contagion"
"3157" "F" "G" "muse thought contagion"
"3158" "Dm" "G" "muse thought contagion"
"3159" "Am" "G" "muse thought contagion"
"3160" "C" "G" "muse thought contagion"
"3161" "F" "G" "muse thought contagion"
"3162" "Dm" "G" "muse thought contagion"
"3163" "Am" "G" "muse thought contagion"
"3164" "C" "G" "muse thought contagion"
"3165" "F" "G" "muse thought contagion"
"3166" "Dm" "G" "muse thought contagion"
"3167" "E" "G" "muse thought contagion"
"3168" "Am" "G" "muse thought contagion"
"3169" "F" "G" "muse thought contagion"
"3170" "C" "G" "muse thought contagion"
"3171" "E" "G" "muse thought contagion"
"3172" "Am" "G" "muse thought contagion"
"3173" "F" "G" "muse thought contagion"
"3174" "C" "G" "muse thought contagion"
"3175" "E" "G" "muse thought contagion"
"3176" "Am" "G" "muse thought contagion"
"3177" "F" "G" "muse thought contagion"
"3178" "C" "G" "muse thought contagion"
"3179" "E" "G" "muse thought contagion"
"3180" "Am" "G" "muse thought contagion"
"3181" "F" "G" "muse thought contagion"
"3182" "C" "G" "muse thought contagion"
"3183" "E" "G" "muse thought contagion"
"3184" "Am" "G" "muse thought contagion"
"3185" "F" "G" "muse thought contagion"
"3186" "C" "G" "muse thought contagion"
"3187" "E" "G" "muse thought contagion"
"3188" "Am" "G" "muse thought contagion"
"3189" "F" "G" "muse thought contagion"
"3190" "C" "G" "muse thought contagion"
"3191" "E" "G" "muse thought contagion"
"3192" "F" "G" "muse thought contagion"
"3193" "Dm" "G" "muse thought contagion"
"3194" "Am" "G" "muse thought contagion"
"3195" "C" "G" "muse thought contagion"
"3196" "F" "G" "muse thought contagion"
"3197" "Dm" "G" "muse thought contagion"
"3198" "Am" "G" "muse thought contagion"
"3199" "C" "G" "muse thought contagion"
"3200" "F" "G" "muse thought contagion"
"3201" "Dm" "G" "muse thought contagion"
"3202" "Am" "G" "muse thought contagion"
"3203" "C" "G" "muse thought contagion"
"3204" "F" "G" "muse thought contagion"
"3205" "Dm" "G" "muse thought contagion"
"3206" "E" "G" "muse thought contagion"
"3207" "Am" "G" "muse thought contagion"
"3208" "F" "G" "muse thought contagion"
"3209" "C" "G" "muse thought contagion"
"3210" "E" "G" "muse thought contagion"
"3211" "Am" "G" "muse thought contagion"
"3212" "F" "G" "muse thought contagion"
"3213" "C" "G" "muse thought contagion"
"3214" "E" "G" "muse thought contagion"
"3215" "Am" "G" "muse thought contagion"
"3216" "F" "G" "muse thought contagion"
"3217" "C" "G" "muse thought contagion"
"3218" "E" "G" "muse thought contagion"
"3219" "Am" "G" "muse thought contagion"
"3220" "F" "G" "muse thought contagion"
"3221" "C" "G" "muse thought contagion"
"3222" "E" "G" "muse thought contagion"
"3223" "Am" "G" "muse thought contagion"
"3224" "F" "G" "muse thought contagion"
"3225" "C" "G" "muse thought contagion"
"3226" "E" "G" "muse thought contagion"
"3227" "Am" "G" "muse thought contagion"
"3228" "F" "G" "muse thought contagion"
"3229" "C" "G" "muse thought contagion"
"3230" "E" "G" "muse thought contagion"
"3231" "Am" "G" "muse thought contagion"
"3232" "Am" "Bb" "muse undisclosed desires"
"3233" "Em" "Bb" "muse undisclosed desires"
"3234" "C" "Bb" "muse undisclosed desires"
"3235" "Em" "Bb" "muse undisclosed desires"
"3236" "C" "Bb" "muse undisclosed desires"
"3237" "Em" "Bb" "muse undisclosed desires"
"3238" "C" "Bb" "muse undisclosed desires"
"3239" "Em" "Bb" "muse undisclosed desires"
"3240" "C" "Bb" "muse undisclosed desires"
"3241" "Em" "Bb" "muse undisclosed desires"
"3242" "Am" "Bb" "muse undisclosed desires"
"3243" "C" "Bb" "muse undisclosed desires"
"3244" "Em" "Bb" "muse undisclosed desires"
"3245" "G" "Bb" "muse undisclosed desires"
"3246" "Am" "Bb" "muse undisclosed desires"
"3247" "C" "Bb" "muse undisclosed desires"
"3248" "Em" "Bb" "muse undisclosed desires"
"3249" "G" "Bb" "muse undisclosed desires"
"3250" "Am" "Bb" "muse undisclosed desires"
"3251" "C" "Bb" "muse undisclosed desires"
"3252" "Em" "Bb" "muse undisclosed desires"
"3253" "G" "Bb" "muse undisclosed desires"
"3254" "Am" "Bb" "muse undisclosed desires"
"3255" "C" "Bb" "muse undisclosed desires"
"3256" "Em" "Bb" "muse undisclosed desires"
"3257" "G" "Bb" "muse undisclosed desires"
"3258" "C" "Bb" "muse undisclosed desires"
"3259" "Em" "Bb" "muse undisclosed desires"
"3260" "C" "Bb" "muse undisclosed desires"
"3261" "Em" "Bb" "muse undisclosed desires"
"3262" "C" "Bb" "muse undisclosed desires"
"3263" "Em" "Bb" "muse undisclosed desires"
"3264" "C" "Bb" "muse undisclosed desires"
"3265" "Em" "Bb" "muse undisclosed desires"
"3266" "Am" "Bb" "muse undisclosed desires"
"3267" "C" "Bb" "muse undisclosed desires"
"3268" "Em" "Bb" "muse undisclosed desires"
"3269" "G" "Bb" "muse undisclosed desires"
"3270" "Am" "Bb" "muse undisclosed desires"
"3271" "C" "Bb" "muse undisclosed desires"
"3272" "Em" "Bb" "muse undisclosed desires"
"3273" "G" "Bb" "muse undisclosed desires"
"3274" "Am" "Bb" "muse undisclosed desires"
"3275" "C" "Bb" "muse undisclosed desires"
"3276" "Em" "Bb" "muse undisclosed desires"
"3277" "G" "Bb" "muse undisclosed desires"
"3278" "Am" "Bb" "muse undisclosed desires"
"3279" "C" "Bb" "muse undisclosed desires"
"3280" "Em" "Bb" "muse undisclosed desires"
"3281" "G" "Bb" "muse undisclosed desires"
"3282" "C" "Bb" "muse undisclosed desires"
"3283" "Am" "Bb" "muse undisclosed desires"
"3284" "Em" "Bb" "muse undisclosed desires"
"3285" "C" "Bb" "muse undisclosed desires"
"3286" "Em" "Bb" "muse undisclosed desires"
"3287" "C" "Bb" "muse undisclosed desires"
"3288" "Em" "Bb" "muse undisclosed desires"
"3289" "Am" "Bb" "muse undisclosed desires"
"3290" "C" "Bb" "muse undisclosed desires"
"3291" "Em" "Bb" "muse undisclosed desires"
"3292" "G" "Bb" "muse undisclosed desires"
"3293" "Am" "Bb" "muse undisclosed desires"
"3294" "C" "Bb" "muse undisclosed desires"
"3295" "Em" "Bb" "muse undisclosed desires"
"3296" "G" "Bb" "muse undisclosed desires"
"3297" "Am" "Bb" "muse undisclosed desires"
"3298" "C" "Bb" "muse undisclosed desires"
"3299" "Em" "Bb" "muse undisclosed desires"
"3300" "G" "Bb" "muse undisclosed desires"
"3301" "Am" "Bb" "muse undisclosed desires"
"3302" "C" "Bb" "muse undisclosed desires"
"3303" "Em" "Bb" "muse undisclosed desires"
"3304" "G" "Bb" "muse undisclosed desires"
"3305" "C" "Bb" "muse undisclosed desires"
"3306" "Am" "Bb" "muse undisclosed desires"
"3307" "Em" "Bb" "muse undisclosed desires"
"3308" "E" "G" "muse unintended"
"3309" "E" "G" "muse unintended"
"3310" "Am" "G" "muse unintended"
"3311" "D7" "G" "muse unintended"
"3312" "G" "G" "muse unintended"
"3313" "C" "G" "muse unintended"
"3314" "B7" "G" "muse unintended"
"3315" "E" "G" "muse unintended"
"3316" "E" "G" "muse unintended"
"3317" "Am" "G" "muse unintended"
"3318" "D7" "G" "muse unintended"
"3319" "G" "G" "muse unintended"
"3320" "C" "G" "muse unintended"
"3321" "B7" "G" "muse unintended"
"3322" "E" "G" "muse unintended"
"3323" "E" "G" "muse unintended"
"3324" "Am" "G" "muse unintended"
"3325" "D7" "G" "muse unintended"
"3326" "G" "G" "muse unintended"
"3327" "C" "G" "muse unintended"
"3328" "B7" "G" "muse unintended"
"3329" "E" "G" "muse unintended"
"3330" "E" "G" "muse unintended"
"3331" "Am" "G" "muse unintended"
"3332" "D7" "G" "muse unintended"
"3333" "G" "G" "muse unintended"
"3334" "C" "G" "muse unintended"
"3335" "B7" "G" "muse unintended"
"3336" "E" "G" "muse unintended"
"3337" "E" "G" "muse unintended"
"3338" "Am" "G" "muse unintended"
"3339" "D7" "G" "muse unintended"
"3340" "G" "G" "muse unintended"
"3341" "C" "G" "muse unintended"
"3342" "B7" "G" "muse unintended"
"3343" "E" "G" "muse unintended"
"3344" "Em" "G" "muse unintended"
"3345" "B7" "G" "muse unintended"
"3346" "E" "G" "muse unintended"
"3347" "Am" "G" "muse unintended"
"3348" "D7" "G" "muse unintended"
"3349" "G" "G" "muse unintended"
"3350" "C" "G" "muse unintended"
"3351" "B7" "G" "muse unintended"
"3352" "E" "G" "muse unintended"
"3353" "E" "G" "muse unintended"
"3354" "Am" "G" "muse unintended"
"3355" "Am/G" "G" "muse unintended"
"3356" "Am/F#" "G" "muse unintended"
"3357" "Am/F" "G" "muse unintended"
"3358" "E" "G" "muse unintended"
"3359" "Eb" "A#" "muse united states of eurasia"
"3360" "Eb7M" "A#" "muse united states of eurasia"
"3361" "Eb7" "A#" "muse united states of eurasia"
"3362" "Cm/Eb" "A#" "muse united states of eurasia"
"3363" "Ab6" "A#" "muse united states of eurasia"
"3364" "Abm7" "A#" "muse united states of eurasia"
"3365" "Eb" "A#" "muse united states of eurasia"
"3366" "Abm/Eb" "A#" "muse united states of eurasia"
"3367" "Eb" "A#" "muse united states of eurasia"
"3368" "Eb" "A#" "muse united states of eurasia"
"3369" "Abm/Eb" "A#" "muse united states of eurasia"
"3370" "Eb" "A#" "muse united states of eurasia"
"3371" "Gm/D" "A#" "muse united states of eurasia"
"3372" "Cm" "A#" "muse united states of eurasia"
"3373" "Ab" "A#" "muse united states of eurasia"
"3374" "Bb" "A#" "muse united states of eurasia"
"3375" "G7/B" "A#" "muse united states of eurasia"
"3376" "Cm" "A#" "muse united states of eurasia"
"3377" "Fº7" "A#" "muse united states of eurasia"
"3378" "Bb" "A#" "muse united states of eurasia"
"3379" "Eb" "A#" "muse united states of eurasia"
"3380" "Abm" "A#" "muse united states of eurasia"
"3381" "Eb" "A#" "muse united states of eurasia"
"3382" "Eb" "A#" "muse united states of eurasia"
"3383" "Abm" "A#" "muse united states of eurasia"
"3384" "Eb" "A#" "muse united states of eurasia"
"3385" "Gm/D" "A#" "muse united states of eurasia"
"3386" "Cm" "A#" "muse united states of eurasia"
"3387" "Ab" "A#" "muse united states of eurasia"
"3388" "Bb" "A#" "muse united states of eurasia"
"3389" "G7/B" "A#" "muse united states of eurasia"
"3390" "Cm" "A#" "muse united states of eurasia"
"3391" "F7" "A#" "muse united states of eurasia"
"3392" "Bb" "A#" "muse united states of eurasia"
"3393" "Eb" "A#" "muse united states of eurasia"
"3394" "Abm/Eb" "A#" "muse united states of eurasia"
"3395" "Adim/Eb" "A#" "muse united states of eurasia"
"3396" "Eb7" "A#" "muse united states of eurasia"
"3397" "Em" "C" "muse uno"
"3398" "Am" "C" "muse uno"
"3399" "B7" "C" "muse uno"
"3400" "Em" "C" "muse uno"
"3401" "Em" "C" "muse uno"
"3402" "Am" "C" "muse uno"
"3403" "B7" "C" "muse uno"
"3404" "Am" "C" "muse uno"
"3405" "Em" "C" "muse uno"
"3406" "Em" "C" "muse uno"
"3407" "Am" "C" "muse uno"
"3408" "B7" "C" "muse uno"
"3409" "Em" "C" "muse uno"
"3410" "Dm" "G#" "muse uprising"
"3411" "Gm" "G#" "muse uprising"
"3412" "F" "G#" "muse uprising"
"3413" "A" "G#" "muse uprising"
"3414" "Gm" "G#" "muse uprising"
"3415" "F" "G#" "muse uprising"
"3416" "A7/C#" "G#" "muse uprising"
"3417" "Dm" "G#" "muse uprising"
"3418" "Gm" "G#" "muse uprising"
"3419" "F" "G#" "muse uprising"
"3420" "G#dim7" "G#" "muse uprising"
"3421" "A" "G#" "muse uprising"
"3422" "Gm" "G#" "muse uprising"
"3423" "F" "G#" "muse uprising"
"3424" "A7/C#" "G#" "muse uprising"
"3425" "Dm" "G#" "muse uprising"
"3426" "Dm" "G#" "muse uprising"
"3427" "Gm" "G#" "muse uprising"
"3428" "F" "G#" "muse uprising"
"3429" "A" "G#" "muse uprising"
